Product Name,Price (£),Customer Rating,Rating Count
BEKO B3T41011DW 10 kg Condenser Tumble Dryer - White,379.99,,0.0
HOTPOINT H3 D91B UK 9 kg Condenser Tumble Dryer - Black,389.99,4.35,29.0
BOSCH Serie 8 WTX88RH9GB Smart 9 kg Heat Pump Tumble Dryer - White,729.0,4.25,36.0
MONTPELLIER MCSD7K 7 kg Condenser Tumble Dryer - Black,289.0,,0.0
HOOVER H-Dry 500 NDE H10A2TCBER WiFi-enabled 10 kg Heat Pump Tumble Dryer - Graphite,529.0,3.7,7.0
HOOVER BHTDH7A1TCEB WiFi-enabled Integrated 7 kg Heat Pump Tumble Dryer,579.0,3.25,71.0
MONTPELLIER MCD7W 7 kg Condenser Tumble Dryer - White,279.0,4.45,44.0
LG FDV309W WiFi-enabled 9 kg Heat Pump Tumble Dryer - White,999.99,4.4,61.0
GRUNDIG GT541023CW 10 kg Heat Pump Tumble Dryer - White,539.99,4.5,37.0
MIELE EcoSpeed TWF760WP WiFi-enabled 8 kg Heat Pump Tumble Dryer - White,999.0,,0.0
CANDY Smart Pro CSOE C9TG WiFi-enabled 9kg Condenser Tumble Dryer - White,299.99,4.15,44.0
LG FDV909S WiFi-enabled 9 kg Heat Pump Tumble Dryer - Graphite,1199.99,4.6,17.0
GRUNDIG GT54823CG 8 kg Heat Pump Tumble Dryer - Graphite,599.99,,0.0
GRUNDIG GT56824CW WiFi-enabled 8 kg Heat Pump Tumble Dryer - White,529.99,4.7,19.0
HOOVER BHTDH7A1TCE WiFi-enabled Integrated 7 kg Heat Pump Tumble Dryer,549.0,3.25,71.0
LG FDV909W WiFi-enabled 9 kg Heat Pump Tumble Dryer - White,1199.99,4.6,74.0
HOTPOINT NT M11 9X3E UK 9 kg Heat Pump Tumble Dryer - White,499.99,4.2,26.0
LG Styler S3BF WiFi-enabled Steam Clothing Care System - Black,1899.99,5.0,2.0
HISENSE DCGE801 8 kg Condenser Tumble Dryer - White,329.99,4.6,27.0
CANDY BKTDH7A1TCEB-80 WiFi-enabled Integrated 7 kg Heat Pump Tumble Dryer,549.0,2.85,130.0
LG FDV1109B WiFi-enabled 9 kg Heat Pump Tumble Dryer - Black Steel,1249.99,5.0,1.0
LG FDV909B WiFi-enabled 9 kg Heat Pump Tumble Dryer - Black,1199.99,,0.0
SHARP KD-HHH9S7GW2-EN 9 kg Heat Pump Tumble Dryer - White,399.99,4.55,311.0
BOSCH WTN85201GB 7 kg Condenser Tumble Dryer - White,449.0,4.35,83.0
GRUNDIG GT54823CW 8 kg Heat Pump Tumble Dryer - White,469.99,4.55,44.0
MIELE EcoSpeed TWL780WP WiFi-enabled 9 kg Heat Pump Tumble Dryer - White,1429.0,,0.0
BEKO Pro RapiDry B5T4823RW 8 kg Heat Pump Tumble Dryer - White,489.99,4.45,44.0
MONTPELLIER MCD8W 8 kg Condenser Tumble Dryer - White,279.99,4.35,17.0
AEG AbsoluteCare T8DEE945R Heat Pump Tumble Dryer - White,999.99,4.15,15.0
BEKO Pro RapiDry B5T4923RW 9 kg Heat Pump Tumble Dryer - White,519.99,4.15,18.0
BOSCH Serie 6 WTG86402GB Condenser Tumble Dryer - White,599.0,4.4,113.0
CANDY Smart Pro CSOE H9A2TE WiFi-enabled 9 kg Heat Pump Tumble Dryer - White,429.0,3.55,15.0
ZANUSSI ZDH87A2PW 8 kg Heat Pump Tumble Dryer - White,499.99,4.4,16.0
HAIER HD80-A636 8 kg Heat Pump Tumble Dryer – White,549.99,4.6,12.0
CANDY BCTD H7A1TBE-80 WiFi-enabled Integrated 7 kg Heat Pump Tumble Dryer,509.0,2.85,130.0
LG FDV1109W WiFi-enabled 9 kg Heat Pump Tumble Dryer - White,1249.99,4.65,4.0
SHARP KD-NCB9S7PW9-EN 9 kg Condenser Tumble Dryer - White,299.99,4.55,74.0
INDESIT YT M11 82 X UK 8 kg Heat Pump Tumble Dryer - White,399.99,4.55,44.0
HAIER 959 Series HD90-A2959 WiFi-enabled 9 kg Heat Pump Tumble Dryer - White,549.99,4.25,2.0
HAIER HD90-A636 9 kg Heat Pump Tumble Dryer – White,579.99,4.7,44.0
LG Styler S3WF WiFi-enabled Steam Clothing Care System - White,1849.99,4.75,6.0
MIELE T1 Active TCA220WP 7 kg Heat Pump Tumble Dryer - White,899.0,,0.0
HAIER I-Pro Series 7 HD90-A2979S 9 kg Heat Pump Tumble Dryer - Graphite,699.99,4.15,15.0
INDESIT I3 D81W UK 8 kg Condenser Tumble Dryer - White,319.99,4.35,35.0
HOOVER H-Dry 500 NDE H11A2TCEXM WiFi-enabled 11 kg Heat Pump Tumble Dryer – White,599.99,,0.0
HOTPOINT H8 D94WB UK 9 kg Heat Pump Tumble Dryer - White,649.99,4.65,16.0
MIELE T1 Eco&Steam TWR780 WP WiFi-enabled 9 kg Heat Pump Tumble Dryer - White,2299.0,,0.0
HAIER 959 Series HD90-A2959S WiFi-enabled 9 kg Heat Pump Tumble Dryer - Graphite,579.99,3.85,6.0
HISENSE Essential DHGE901 9 kg Heat Pump Tumble Dryer - White,469.99,4.25,48.0
CANDY Smart Pro CSOE C10TE WiFi-enabled 10 kg Condenser Tumble Dryer - White,349.99,4.1,5.0
HOTPOINT H8 D94SB UK 9 kg Heat Pump Tumble Dryer - Silver,669.99,4.5,10.0
AEG 7000 Series T7DBG840N 8 kg Heat Pump Tumble Dryer - White,609.99,4.5,38.0
LG V7 FDV709W WiFi-enabled 9 kg Heat Pump Tumble Dryer - White,1099.99,4.7,5.0
GRUNDIG GT54923CW 9 kg Heat Pump Tumble Dryer - White,529.99,4.5,123.0
HAIER HD90-A2979 9 kg Heat Pump Tumble Dryer - White,679.99,2.45,7.0
SAMSUNG Series 6 DV90T6240LH/S1 WiFi-enabled 9 kg Heat Pump Tumble Dryer - White,769.99,4.6,63.0
HOOVER H-Dry 300 HLE V10DG-80 NFC 10 kg Vented Tumble Dryer - White,269.99,3.45,27.0
BEKO Pro HygieneShield DHY9P56VW 9 kg Heat Pump Tumble Dryer - White,469.99,3.75,35.0
INDESIT I1 D80S UK 8 kg Vented Tumble Dryer - Silver,239.99,4.4,30.0
HOTPOINT H2 D71W UK 7 kg Condenser Tumble Dryer - White,259.99,4.55,208.0
HOTPOINT H3 D81GS UK 8 kg Condenser Tumble Dryer - Graphite,349.99,4.35,45.0
HOTPOINT H1 D80W UK 8 kg Vented Tumble Dryer - White,269.99,4.45,163.0
HOTPOINT H3 D81B UK 8 kg Condenser Tumble Dryer - Black,349.99,4.5,21.0
MONTPELLIER MIHP70 Integrated 7 kg Heat Pump Tumble Dryer,589.0,5.0,1.0
HOTPOINT NT M10 81WK UK 8 kg Heat Pump Tumble Dryer - White,449.99,4.25,313.0
BOSCH Serie 4 WTN83201GB 8 kg Condenser Tumble Dryer - White,439.99,4.3,110.0
SHARP KD-NCB8S7PW9 8 kg Condenser Tumble Dryer - White,289.99,4.4,43.0
BOSCH Serie 4 WTW85231GB 8 kg Heat Pump Tumble Dryer - White,609.99,4.3,87.0
BOSCH Serie 8 WTX88EH9GB Smart 9 kg Heat Pump Tumble Dryer - White,949.99,4.1,21.0
AEG ProSense T6DBG822N Condenser Tumble Dryer - White,579.99,4.3,236.0
HISENSE Essential DHGE901B 9 kg Heat Pump Tumble Dryer - Black,499.99,4.9,17.0
INDESIT I3 D81B UK 8 kg Condenser Tumble Dryer - Black,339.99,4.4,12.0
HISENSE DCGE802B 8 kg Condenser Tumble Dryer - Black,329.99,4.5,1.0
