Product Name,Category,Price (£),Customer Rating,Rating Count
"SAMSUNG UE55AU9000KXXU 55"" Smart 4K Ultra HD HDR LED TV with Bixby, Alexa & Google Assistant",TV,499.0,4.5,116.0
"SAMSUNG The Frame QE55LS03AAUXXU 55"" Smart 4K Ultra HD HDR QLED TV with Bixby, Alexa & Google Assistant",TV,899.0,4.3,128.0
"SONY BRAVIA KE48A9BU 48"" Smart 4K Ultra HD HDR OLED TV with Google Assistant",TV,1199.0,4.65,1078.0
"TCL 55C725K 55"" Smart 4K Ultra HD HDR QLED TV with Google Assistant",TV,429.0,4.5,13.0
"PHILIPS 65OLED706/12 65"" Smart 4K Ultra HD HDR OLED TV with Google Assistant",TV,1149.0,4.85,13.0
"PANASONIC TX-50JX600B 50"" Smart 4K Ultra HD HDR LED TV",TV,349.0,4.35,23.0
"SONY BRAVIA KD55X80JU 55"" Smart 4K Ultra HD HDR LED TV with Google TV & Assistant",TV,579.0,4.5,37.0
"SONY BRAVIA XR55X94JU 55"" Smart 4K Ultra HD HDR LED TV with Google Assistant",TV,719.0,4.35,237.0
"LG 70UP81006LR 70"" Smart 4K Ultra HD HDR LED TV with Google Assistant & Amazon Alexa",TV,699.0,4.35,15.0
"PHILIPS 50PUS8506/12 50"" 4K Ultra HD HDR LED TV with Google Assistant",TV,429.0,4.4,21.0
"TCL 65RP620K Roku 65"" Smart 4K Ultra HD HDR LED TV",TV,429.0,4.45,514.0
"SAMSUNG QE65QN700ATXXU 65"" Smart 8K HDR Neo QLED TV with Bixby, Alexa & Google Assistant",TV,1499.0,4.45,14.0
"PANASONIC TX-40FS503B 40"" Smart Full HD HDR LED TV",TV,349.99,4.25,247.0
"LG 50UP77006LB 50"" Smart 4K Ultra HD HDR LED TV with Google Assistant & Amazon Alexa",TV,339.0,4.65,39.0
"LG 65NANO756PR 65"" Smart 4K Ultra HD HDR LED TV with Google Assistant & Amazon Alexa",TV,599.0,4.7,44.0
"LG 50UP81006LR 50"" Smart 4K Ultra HD HDR LED TV with Google Assistant & Amazon Alexa",TV,399.0,4.45,48.0
"TOSHIBA 65UL2163DBC 65"" Smart 4K Ultra HD HDR LED TV",TV,449.0,4.25,45.0
"JVC LT-32CA690 Android TV 32"" Smart HD Ready LED TV with Google Assistant",TV,219.99,4.2,554.0
"TCL 43C725K 43"" Smart 4K Ultra HD HDR QLED TV with Google Assistant",TV,329.0,4.5,13.0
"JVC LT-43CA890 Android TV 43"" Smart 4K Ultra HD HDR LED TV with Google Assistant",TV,249.99,3.85,920.0
"TOSHIBA 55UL2163DBC 55"" Smart 4K Ultra HD HDR LED TV",TV,349.0,4.45,100.0
"LG OLED55B16LA 55"" Smart 4K Ultra HD HDR OLED TV with Google Assistant & Amazon Alexa",TV,829.0,4.6,216.0
"TOSHIBA 43UK3163DB 43"" Smart 4K Ultra HD HDR LED TV with Amazon Alexa",TV,249.0,4.55,38.0
"SONY BRAVIA KD50X80JU 50"" Smart 4K Ultra HD HDR LED TV with Google TV & Assistant",TV,539.0,4.35,38.0
"SAMSUNG QE75QN95AATXXU 75"" Smart 4K Ultra HD HDR Neo QLED TV with Bixby, Alexa & Google Assistant",TV,2299.0,4.45,142.0
"PANASONIC TX-55JX600B 55"" Smart 4K Ultra HD HDR LED TV",TV,379.0,4.35,23.0
"LG 70NANO756PA 70"" Smart 4K Ultra HD HDR LED TV with Google Assistant & Amazon Alexa",TV,699.0,4.2,18.0
"PANASONIC TX-65JZ1500B 65"" Smart 4K Ultra HD HDR OLED TV with Google Assistant & Amazon Alexa",TV,1499.0,4.8,18.0
"HISENSE 50A7GQTUK 50"" Smart 4K Ultra HD HDR QLED TV with Alexa & Google Assistant",TV,449.0,4.4,292.0
"PHILIPS 43PUS7956/12 43"" 4K Ultra HD HDR LED TV",TV,349.0,4.15,67.0
"TOSHIBA 55UK3163DB 55"" Smart 4K Ultra HD HDR LED TV with Amazon Alexa",TV,349.0,,0.0
"PHILIPS 70PUS9006/12 70"" Smart 4K Ultra HD HDR LED TV with Google Assistant",TV,799.0,4.3,17.0
"HISENSE 43A7GQTUK 43"" Smart 4K Ultra HD HDR QLED TV with Alexa & Google Assistant",TV,359.0,4.3,84.0
"SONY BRAVIA XR55A80JU 55"" Smart 4K Ultra HD HDR OLED TV with Google TV & Assistant",TV,1299.0,4.55,670.0
"LG 75UP80006LR 75"" Smart 4K Ultra HD HDR LED TV with Google Assistant & Amazon Alexa",TV,799.0,4.15,6.0
"PHILIPS 55OLED806/12 55"" Smart 4K Ultra HD HDR OLED TV with Google Assistant",TV,1099.0,4.8,23.0
"SONY BRAVIA XR65X90JU 65"" Smart 4K Ultra HD HDR LED TV with Google Assistant",TV,1079.0,4.45,255.0
"TOSHIBA 65UK3163DB 65"" Smart 4K Ultra HD HDR LED TV with Amazon Alexa",TV,479.0,4.0,6.0
"SONY BRAVIA XR50X94JU 50"" Smart 4K Ultra HD HDR LED TV with Google Assistant",TV,699.0,4.35,238.0
"LG 28TN515V 27.5"" HD Ready LED TV Monitor",TV,199.99,4.2,95.0
"PANASONIC TX-50JX850B 50"" Smart 4K Ultra HD HDR LED TV with Google Assistant & Amazon Alexa",TV,529.0,4.5,87.0
"LG OLED65G26LA 65"" Smart 4K Ultra HD HDR OLED TV with Google Assistant & Amazon Alexa",TV,3299.0,,0.0
"PHILIPS 55PUS7556/12 55"" 4K Ultra HD HDR LED TV",TV,399.0,4.1,17.0
"PHILIPS 65OLED806/12 65"" Smart 4K Ultra HD HDR OLED TV with Google Assistant",TV,1599.0,4.75,17.0
"PANASONIC TX-32FS503B 32"" Smart HD Ready HDR LED TV",TV,329.99,4.25,247.0
"SAMSUNG The Frame QE65LS03AAUXXU 65"" Smart 4K Ultra HD HDR QLED TV with Bixby, Alexa & Google Assistant",TV,1299.0,4.3,128.0
"TOSHIBA 43L2163DB 43"" Smart Full HD HDR LED TV",TV,249.99,4.25,216.0
"PANASONIC TX-55JZ1500B 55"" Smart 4K Ultra HD HDR OLED TV with Google Assistant & Amazon Alexa",TV,1299.0,4.8,18.0
"HISENSE 65A7100FTUK 65"" Smart 4K Ultra HD HDR LED TV",TV,449.0,4.35,878.0
"JVC LT-40C590 40"" Full HD LED TV - Black",TV,199.99,4.25,1221.0
"LG OLED77A16LA 77"" Smart 4K Ultra HD HDR OLED TV with Google Assistant & Amazon Alexa",TV,1899.0,4.55,8.0
"LG OLED65G16LA 65"" Smart 4K Ultra HD HDR OLED TV with Google Assistant & Amazon Alexa",TV,2199.0,4.7,61.0
"LG 75NANO756PA 75"" Smart 4K Ultra HD HDR LED TV with Google Assistant & Amazon Alexa",TV,899.0,4.65,12.0
"SONY BRAVIA XR55A90JU 55"" Smart 4K Ultra HD HDR OLED TV with Google TV & Assistant",TV,2199.0,4.6,324.0
"SAMSUNG QE65QN900ATXXU 65"" Smart 8K HDR Neo QLED TV with Bixby, Alexa & Google Assistant",TV,3499.0,5.0,4.0
"PHILIPS 65PUS7956/12 65"" 4K Ultra HD HDR LED TV",TV,699.0,4.6,26.0
"LG 43UP81006LR 43"" Smart 4K Ultra HD HDR LED TV with Google Assistant & Amazon Alexa",TV,339.0,4.25,74.0
"PHILIPS Ambilight 55OLED936/12 55"" Smart 4K Ultra HD HDR OLED TV with Google Assistant",TV,1899.0,4.65,16.0
"SONY BRAVIA KD50X89JU 50"" Smart 4K Ultra HD HDR LED TV with Google TV & Assistant",TV,584.0,4.75,10.0
"PHILIPS 43PUS7556/12 43"" 4K Ultra HD HDR LED TV",TV,319.0,3.95,35.0
"LG OLED65C24LA 65"" Smart 4K Ultra HD HDR OLED TV with Google Assistant & Amazon Alexa",TV,2499.0,,0.0
"PANASONIC TX-24G310B 24"" HD Ready LED TV",TV,169.99,4.35,55.0
"HISENSE 65A7GQTUK 65"" Smart 4K Ultra HD HDR QLED TV with Alexa & Google Assistant",TV,679.0,4.4,292.0
"PHILIPS 55PUS7956/12 55"" 4K Ultra HD HDR LED TV",TV,499.0,4.3,38.0
"SONY BRAVIA XR65A90JU 65"" Smart 4K Ultra HD HDR OLED TV with Google TV & Assistant",TV,2999.0,4.6,324.0
"SONY BRAVIA XR55X90JU 55"" Smart 4K Ultra HD HDR LED TV with Google Assistant",TV,719.0,4.45,249.0
"SAMSUNG QE55QN90AATXXU 55"" Smart 4K Ultra HD HDR Neo QLED TV with Bixby, Alexa & Google Assistant",TV,1099.0,4.55,164.0
"TCL 75C725K 75"" Smart 4K Ultra HD HDR QLED TV with Google Assistant",TV,949.0,4.5,13.0
"SONY BRAVIA XR75X94JU 75"" Smart 4K Ultra HD HDR LED TV with Google Assistant",TV,1259.0,4.35,237.0
